,Alesia House P&L 2025,,,,,,,,,
,,,,,,,,,,
,Day,Month,Year,,,Type of payment,Detail,Ref,Debit,Credit
,,,,,,,,,,
,Day,Month,Year,Property,Type of operation,Type of payment,Detail,Ref,Debit,Credit
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,12,Jun,2025,Sia Moon,EXP - Construction - Wall,Cash ,Materials,,"฿8,360",
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,26,Jun,2025,Sia Moon,EXP - Construction - Wall,Cash ,Labour,,"฿20,000",
,15,Jun,2025,Sia Moon,EXP - Construction - Wall,Cash ,materials,,฿596,
,15,Jun,2025,Sia Moon,EXP - Construction - Wall,Cash ,materials,,"฿6,400",
,15,Jun,2025,Sia Moon,EXP - Construction - Wall,Cash ,materials,,฿60,
,15,Jun,2025,Sia Moon,EXP - Construction - Wall,Cash ,materials,,"฿7,800",
,15,Jun,2025,Sia Moon,EXP - Construction - Wall,Cash ,materials,,"฿3,900",
,15,Jun,2025,Sia Moon,EXP - Construction - Wall,Cash ,materials,,"฿2,750",
,15,Jun,2025,Sia Moon,EXP - Construction - Wall,Cash ,materials,,฿520,
,15,Jun,2025,Sia Moon,EXP - Construction - Wall,Cash ,materials,,฿335,
,15,Jun,2025,Sia Moon,EXP - Construction - Wall,Cash ,materials,,฿512,
,15,Jun,2025,Sia Moon,EXP - Construction - Wall,Cash ,materials,,"฿1,375",
,15,Jun,2025,Sia Moon,EXP - Construction - Wall,Bank transfer ,materials,,"฿2,555",
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,13,Aug,2025,Alesia House,EXP - Construction - Overheads/General/Unclassified,Bank transfer ,Termite treatment 2nd half for 2025 year,,"฿21,400",
,,,,,,,,,,
,,,,,,,,,,
,1,Sep,2025,Alesia House,EXP - Appliances & Electronics,Bank transfer ,"Aircon installation, cleaning",,"฿10,500",
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,24,Sep,2025,Sia Moon,EXP - Construction - Electric,Bank transfer ,Electric cable for gardening 100m,,"฿1,520",
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,11,Sep,2025,Alesia House,EXP - Appliances & Electronics,Bank transfer ,Air purifier,,"฿8,010",
,15,Sep,2025,Alesia House,EXP - Appliances & Electronics,Bank transfer ,Air dehumidifier,,"฿5,359",
,15,Aug,2025,Alesia House,EXP - Appliances & Electronics,Bank transfer ,Aircon  ,,"฿29,700",
,14,Aug,2025,Alesia House,EXP - Appliances & Electronics,Bank transfer ,Air purifier x2 Shaun office and bedroom,,"฿18,372",
,25,Sep,2025,Alesia House,"EXP - Windows, Doors, Locks & Hardware",Bank transfer ,barn door lock,,฿188,
,26,Sep,2025,Alesia House,"EXP - Windows, Doors, Locks & Hardware",Bank transfer ,door stoppers,,฿187,
,26,Sep,2025,Alesia House,"EXP - Windows, Doors, Locks & Hardware",Bank transfer ,door handle,,฿535,
,17,Sep,2025,Alesia House,"EXP - Windows, Doors, Locks & Hardware",Bank transfer ,Barn door sliding mechanism,,฿661,
,,,,,,,,,,
,28,Sep,2025,Sia Moon,EXP - Decor,Bank transfer ,teak wood elephants,,"฿3,875",
,1,Sep,2025,Sia Moon,EXP - Decor,Bank transfer ,pillow cases Jim Thompson ,,"฿6,676",
